tweet_id;tweet;mot;pres;type
154477_tweet.txt;21 (Lol ça me fait penser à un célèbre groupe musical que je devais voir ya deux semaines) bah toi t'es archi chouette, en plus le truc que tu viens de créer pour les personnes trans c'est vraiment bien, j'espère qu'on pourra visiter Chambord ensemble bg;bg;non;ABR
240193_tweet.txt;Par conte partagé pas des photos ou vidéos entrain de decapiter l’animal svp j’ui sensible;decapiter;non;FAUTE
240193_tweet.txt;Par conte partagé pas des photos ou vidéos entrain de decapiter l’animal svp j’ui sensible;ui;non;FAUTE
268227_tweet.txt;Leris Luketo il a lâché une bombe et il est parti comme ça ??;leris;non;NP
268227_tweet.txt;Leris Luketo il a lâché une bombe et il est parti comme ça ??;luketo;non;NP
23289_tweet.txt;@XXX C'est la version deluxe de l'autre son elle a juste rajouté une partie oklm;deluxe;non;ANG
23289_tweet.txt;@XXX C'est la version deluxe de l'autre son elle a juste rajouté une partie oklm;oklm;non;ABR
25978_tweet.txt;Mdrrr il vient de sous entendre que Ademo vend encore url_path;mdrrr;non;ABR
25978_tweet.txt;Mdrrr il vient de sous entendre que Ademo vend encore url_path;ademo;non;NP
163275_tweet.txt;@XXX Je pense pas que je paniquais j’aurais juste bien le seum;seum;non;NEO
192824_tweet.txt;@XXX J'ai eu le livre de Lady Gaga (la banque d'images) et l'album the fame aujourd'hui mdr, j'ai envie d'exploser dans ma chambre;the;non;ANG
192824_tweet.txt;@XXX J'ai eu le livre de Lady Gaga (la banque d'images) et l'album the fame aujourd'hui mdr, j'ai envie d'exploser dans ma chambre;fame;non;ANG
192824_tweet.txt;@XXX J'ai eu le livre de Lady Gaga (la banque d'images) et l'album the fame aujourd'hui mdr, j'ai envie d'exploser dans ma chambre;mdr;non;ABR
232999_tweet.txt;RT @XXX: Dribble ces n**** comme gaucho  Gaddam ils sont faible comme Sochaux;gaddam;non;ANG
232999_tweet.txt;RT @XXX: Dribble ces n**** comme gaucho  Gaddam ils sont faible comme Sochaux;sochaux;non;NP
29269_tweet.txt;fuck le bus j’ai opté pour un audi rue de rivoli;fuck;non;ANG
29269_tweet.txt;fuck le bus j’ai opté pour un audi rue de rivoli;audi;non;NP
29269_tweet.txt;fuck le bus j’ai opté pour un audi rue de rivoli;rivoli;non;NP
56768_tweet.txt;@XXX Et ces Bucks HORRIBLE a commencer par leur leader et leur Coach;bucks;non;NP
48555_tweet.txt;Mon dieu en 2min Houston s’est fait salement enchaîner à 3pts, en même temps ils font des prises à deux pas forcément utiles et pas maîtrisées comprends pas.. Fin du 1er QT 36-20 Lakers;houston;non;NP
