Text_index;;texte
257793_tweet.txt;;a doit être un kiff de pouvoir répondre comme ça à severac  
71257_tweet.txt;;wine friends pussy  on dirait les mots clés une soirée entre potes qui sont bourrés et qui font des choses 
101273_tweet.txt;;et le merch de pierre gasly dans la pocket hop hop la banquière en sueur 
2365_tweet.txt;;ouai fin a part lopez et middleton ya personne quoi ça suffit pas le banc du heat il démolit celui des bucks niveau complémentarité le heat est au dessus comme on a vu en régulière est ceux qui les ont le  fait chier pire matchup pour eux imo
69451_tweet.txt;;elle tape la pose tout le long de la video comment la croire on dirais wejdene a booska p
159794_tweet.txt;;mon oncle  ans lance sa carrière en nba il veux allez chez les lakers faite le percer svp twitter fait des miracles  
119731_tweet.txt;;la fille de la banque elle me dit tu préfères la majorité ou la mort euh je vais pas vous mentir hein
79674_tweet.txt;;je viens de voir la performance de gaga et ariana omg elle a commencé avec   
258499_tweet.txt;;astro ont gagné contre bts alors les armys disent comme quoi est grâce aux multifandom etc ils auraient pas du gagner que est de la triche blah blah
67123_tweet.txt;;ma bite pamrg reconnais le  fighting spirit  de nadal je suppose il a raison dans tout ses aspects djoko surpasse nadal et une grosse partie du classement
102090_tweet.txt;;espère il va bien se bourrer la gueule jpp il mérite tellementle monde entier 
201779_tweet.txt;;bah jsplus il est loin il te demande email et ton epic est tout
225671_tweet.txt;;mais est ce que tu raconte tu préfères on te definise a ta couleur de peau plutôt a ta personnalité est idiot le terme racisé est immonde selon moi parce elle fait une différence entre les individus
257049_tweet.txt;;nintendo ça me fume a part remasterises les jeux de  ils font rien   et le pire est que ça marche 
46287_tweet.txt;;westbrook il dois de argent a lebron ou quoi 
153945_tweet.txt;;cédric est ben on entend leur prénom partout je vous jure ça me fatigue 
84445_tweet.txt;;alors mon chat femmelle  tigresse vous moquez pas du prénom de mon chien ou jvous goume mon chien rosco mon père est tapé un délire rocoacteur poro on rajoute un s et voilà et aussi car est année des r pour les chiens
81300_tweet.txt;;les photos elles ont aucun sens mais trkl  
47182_tweet.txt;;mdr elle a ramené quoi comme preuve stp à part une photo de lui à côté un sac poubelle  importe quoi vrai regarde la vidéo de hassan contrairement à autre lui il a parler avec des preuves ça se voit que est vrai
48025_tweet.txt;;mon seul espoir est ils mettent en place une offre avec bein ou canal ou rmc sport mais bon  balles pour voir la l ça me hype pas trop et plus ça avance plus jme dis que ça sent la merde
47223_tweet.txt;;vous êtes si beaux je vous aimes tous si fort 
134845_tweet.txt;;je suis tellement hype pour le prochain chapitre  sabo reste en vie stp 
180673_tweet.txt;;aime bien la zumba avec gims dadju et le son de avec bosh
146575_tweet.txt;;barreux liverpool ils font exprès ou quoi
35689_tweet.txt;;te parle de suarez mdr tu fais des trois saisons cités dedans 
84259_tweet.txt;;frere es quoi ce  encore la   je comprends rien les lgbt i aime trop fr des  chelou
50223_tweet.txt;;plainte  imagine la tronche du gars qui va vous recevoir vous êtes grotesque rassurez moi dans la vraie vie vous êtes vraiment comme ça 
15429_tweet.txt;;thierry adam et laurent jalabert les gros beaufs français par excellence
190829_tweet.txt;;pensais être dans la phase douce mais odeur du pain de mie me bouleverse  mais meuf est les gènes ouin ouin ouin
77908_tweet.txt;;message personnel mon portable a plus de batterie donc nous on se fait chier à acheter des chargeurs embarqués ou non et tout ça et le rico a rien de tout ça  
18044_tweet.txt;;sous côté ce son  
118387_tweet.txt;;demain je me renomme epic donnez moi des idées 
167196_tweet.txt;;mais sérieusement le niveau de shoot des lakers est à chier  ai envie de giflé mes arrières husler de carusso toujours jeu sans ton mais donnez vous les gars 
9007_tweet.txt;;thauvin fort que face au ptit sa bouge pas
130875_tweet.txt;;ces emojis les met pas  fois par jour je canne
113380_tweet.txt;;jimmy est un chien de la casse giannis est chier en défendant pas sur jimmy alors il pissait sur sa team dans le g jimmy enterre le respect en plantant plus que toute équipe adverse dans le e est un sweep
29893_tweet.txt;;le feat kaaris bosh as envie de mettre des grosses patates dans sa mère
245676_tweet.txt;;ptdrrrr ai eu mon résumé du mois août sur snap là en vrai on a grv profité cet été était génial 
247576_tweet.txt;;mdrrr dis moi le top  alors
11934_tweet.txt;;un visuel sur le reste du monde et sabo ou un truc sur momo 
121870_tweet.txt;;chers sleeping giants vous sauriez pas si soral est fait buter par le mossad  vous devez avoir des connections imagine 
265473_tweet.txt;;mdr cédric est un ouf ses femmes sont en train de me mélanger là et lui il fait genre il ne répond pas en suis sûr il est en train de serrer le cou de la fille de un
3723_tweet.txt;;en vrai je vais juste écouter le son avec bosh
168947_tweet.txt;;mdf je viens dme lever dans  min freeze corleone sort un son ca c le timing
91655_tweet.txt;;alors déjà tu me mets pas sur un vélo de base  alors avec des trucs que je comprends meme pas en les lisant est no way bordel
214109_tweet.txt;;je savais pas que freeze corleone zozotai autant comme ça mais pas mal le colors
8325_tweet.txt;;hhhh est chaud ils ont rajouté h du coup
64911_tweet.txt;;wallah ai tapé de paul latéral droit argentine je le trouve pas du tt
106267_tweet.txt;;djoko doit être disqualifié  on va voir si ils vont porter leurs couilles les ricains
264713_tweet.txt;;faut vraiment avoir de la merde dans les yeux pour dire ça  vinicius si il travaille uniquement sa finition est un potentiel ballon or ici ans hein ansu fati est talentueux mais pas autant que vinicius il est juste un peu plus efficace 
175322_tweet.txt;;me réveille avec album de kaaris une bonne journée annonce
155805_tweet.txt;;alaphilippe en jaune sah quel plaisir
137545_tweet.txt;;je savais elle était fausse cette maroua mdrrr
78801_tweet.txt;;ptdrrr tu veux un maillot de basket
214982_tweet.txt;;ai pu voir le live yeaaaaaaaaaaahhhhhh je vous aime bangtan  
29005_tweet.txt;;putain ai seeum elle se fasse tailler  elle est top  monde milf wesh  
77916_tweet.txt;;greg guillotin il est grave surcôté
23295_tweet.txt;;est triste déjà à la base je ne aimais pas trop maroua mais ai depuis elle a son mec c chaud
188385_tweet.txt;;es con unpeu est comme demander à un mec qui se prétend danseur de faire une coré en h puis lui dire que c de la d et que michael jackson aurait fait mieux en  min
45363_tweet.txt;;mais silhouette est mieux te ment pas à toi même bg
7615_tweet.txt;;top  des meufs mutus avec toi que tu trouves vraiment moche
262453_tweet.txt;;après ai un taff alors que toi meme la cuisine qui est pourtant dans tes genes tu sais pas faire
62748_tweet.txt;;on rajoute ce tweet pour cet imbécile  
88166_tweet.txt;;nique silhouette
59171_tweet.txt;;y a pas qlqn qui veut lancer une boutique de fraises enrobées de chocolat à roubaix la
127959_tweet.txt;;une dernière mais jtm 
158199_tweet.txt;;a chaque mcdo y fait ça ce fou 
116407_tweet.txt;;jours au soleil au bord de la piscine jvais faire voyager axelle à  min de chez elle 
240513_tweet.txt;;sanson - cuisance et je me pré inscrit sur le site de la fifa pour la finale de la ldc
215521_tweet.txt;;vous avait dit il est pas mort michael jackson mais personne me croyait 
148266_tweet.txt;;ils ont déjoué mon cul car le hezbollah a abbatu un tank via un missile kornett et apparemment info a été confirmé donc  
235698_tweet.txt;;ptdr épisode de greg guillotin est du grand grand génie ai tellement rigolé 
29434_tweet.txt;;est grave offensivement on a toujours eu un buteur mais là depuis le départ de lacazette plus personnes avant était du benze fred licha
73904_tweet.txt;;ah ouais hassan le pauvre cqui lui est arrivé forcé à lui vrm
16137_tweet.txt;;en bats les steacks de michael jackson  avant il était témoin de jehova alors rien étonnant il se soit converti à islam après un bon shoot de morphine et une bonne nuit passée dans le lit un enfant prépubère
107071_tweet.txt;;paris partie de l  mdrrrr saison avant qsi on finit e on rate la ldc à la dernière journée à cause une erreur du gardien ol rachetait tout les bons joueurs du championnat pour aucune équipe ait ambition resultat la l est appauvrit par rapport aux années 
156897_tweet.txt;;le est une rustine bande de nazes
89026_tweet.txt;;grrrr grrr je suis les deux
236536_tweet.txt;;insolente la réussite marseillaise   et bordel thauvin
43022_tweet.txt;;ma tl est pas assez remplie des one direction là aime pas ça du tout s tomorrow guys wake up   
163489_tweet.txt;;bienvenue à catin gars   
65605_tweet.txt;;mdr a absolument aucune comparaison possible suarez  était inarretable
50555_tweet.txt;;kaaris bosh dans une voiture avec des potes tu fais un pet normal le son est trop violent 
74220_tweet.txt;;oui beaucoup de stats assez ouf  mais ça montre peut-être que le côté giannis a min et tout irait bien est a relativiser
103656_tweet.txt;;freeze corleone le bidon à bière je suis mort
142720_tweet.txt;;ahhhhh mdrrrr deso wsh étais à la plage ctaprem moi
44763_tweet.txt;;mdr en  ans lady gaga à fait ce que madonna à fait en  ans 
228429_tweet.txt;;mais ex a hassan la est le diable en personne sur ma vie 
244186_tweet.txt;;il a montrer les preuves de a a z hassan wallah ya certaine femme qui sont vraiment mauvaise il merite vraiment une fille bien 
43796_tweet.txt;;hamilton fume déjà tout le monde
235767_tweet.txt;;giannis antetokoùnmpo qui se détruit la cheville les bucks sont tellement dans la merde
103852_tweet.txt;;on a dit vendredi  degrés  je sors archi pas djdjdksk si vous avez inclus dans des plans ce jour-là est pas mon problème
30205_tweet.txt;;alors pour cuisance à om 
154927_tweet.txt;;allais fav mais wejdenerihanna était en trop
248987_tweet.txt;;jv caner la sncf au lieu avoir deux trains en retard de -min ils ont pref avoir un seul train en retard de  min et comme par hasard c celui dans lequel je suis
48008_tweet.txt;;mdrrr bon est clair je crois pas au truck de leris
7330_tweet.txt;;le heat joue bien mais est ils jouent mal ces bucks et maintenant le gm des pacers regrettent déjà avoir virer son coach
28839_tweet.txt;;soral est extrême gauche comme son pote dieudo merci 
148676_tweet.txt;;mais tellement ptn  ils votent contre silhouette prck ça a fait dégager leurs op mais regarde a combien de 
118477_tweet.txt;;les h svt affilé le lundi aprem était vraiment obligatoire  
202148_tweet.txt;;il à fait quoi djoko 
144369_tweet.txt;;ai vu la video de hassan la est incroyable les histoire elle lui a fait cet kehba des bois
184275_tweet.txt;;est rien est les stmg
34731_tweet.txt;;lady gaga  ariana grande  jonas brothers  billie eilish et autres artistes jcrois fin en a dont jsuis pas fan mais jvais and même regarder
183462_tweet.txt;;jsuis partie à jennyfer exprès pour le tshirt de lena situations mdrrrr il restait que du xxs même mon bras il rentre pas dedans étais deg est la rue
134097_tweet.txt;;fort possible par contre derrière je vois personne gagné mdrr lilliard si il était qualifié pour les quart y aurait moyen en éliminant les lakers mais là je sais pas
87219_tweet.txt;;tu a bien lu et apris par coeur ta leçon lmpt barvo petit mouton divisée  délétère  hystérique  dommage tout est faux la societe n est pas divisé le debat est tranquille inutile de procrastiner  les debats durent depuis plus d un an donc c est maintenant
175816_tweet.txt;;djoko ce comédien il se fait disqualifier et on dirait il a perdu un proche est bon aussi
248336_tweet.txt;;ça va taper le meilleur apéro devant le sweep des bucks dimanche soir
55792_tweet.txt;;somi est un bop elle nous as sorti là  
87425_tweet.txt;;wesh calme toi est que un tournoi de opening
127083_tweet.txt;;faible équipe de brest alors la ça confirme que tu comprends rien arrête les kébab ma grosse 
176832_tweet.txt;;mais est-ce que branle westbrook putain ça fait deux fois il nique un v
213198_tweet.txt;;virez cette racaille de silhouette 
100083_tweet.txt;;le jour du seul et unique king jk seoul rebaptisé jungkook land oklm le king mérite lui souhaite que du bonheur lui  vous 
126152_tweet.txt;;mes jambes sont tellement poilues que même un yeti me dirait que ai trop de poil
247210_tweet.txt;;je rate koh lanta ce soir pck les lakers jouent fallait faire un choix
53988_tweet.txt;;quand je rajoute plein de lettre à la fin de ton prénom prépare toi à ce que ai fait une connerie  
165696_tweet.txt;;westbrook c trop ma gueule il se fait poster puis block par lebron et lui donne un and one vazi lui 
150566_tweet.txt;;espère hamilton mange sa grosse pénalité
7631_tweet.txt;;oh donovan mitchell la perte de balle  et conley qui passe à rien de qualifier utah sur un buzzer beater    le comportement de murray qui avant de célébrer la qualif va relever les gars du jazz   
92913_tweet.txt;;je suis choquée bah pas pour tout le monde mdr regarde mes rt  mais bon
175078_tweet.txt;;bosh a éteint kaaris punaise
77571_tweet.txt;;ni sé que comentar bts 
105757_tweet.txt;;a un mec qui a fait mieux que cr suarez et henry 
127855_tweet.txt;;ademo arrêté shatta enceinte moha la squale potentiel violeur nièce de ben laden menace les us tootatis qui rêve de rebeudeter silento avec son trou balle landorly père de leris luketo mddr s trop là stop ptn
32309_tweet.txt;;je reviens de la crèche avec mon fils et là paf toutes les annonces nintendo bah est pas dépaysant
143575_tweet.txt;;giannis il demande peu argent je crois mais jcp si ça suffit qd même
126745_tweet.txt;;mais en vrai mercredi me casse chez mon frère dans le  chez lui a une piscine donc vendredi les  degrés vais les passer dans ma piscine ptdrrrr ai pas votre temps moi cramez vous tous ici
192736_tweet.txt;;est le communisme chinois venu du siècle de mao dictature déguisée top  des puissances mondiales même les usa peuvent pas leur foutre la merde officiellement espère une grande partie des uygur pourront se sauver si ils se font pas capturer par des pays collabos
89293_tweet.txt;;lebron il traite westbrook comme un pti ce soir mdr
188786_tweet.txt;;désolé à tout ceux qui ont du subir mon jet eau glaciale  eau venais de la glacière car suis un enfoirer 
163153_tweet.txt;;bon bah  a fait la performance des et les high notes de  omg
215744_tweet.txt;;mais grave et en plus est du lady gaga tout craché
249774_tweet.txt;;ca fait c je viens de acheter un beau maillot de bain chez intersport et il vient de craquer  shit 
25738_tweet.txt;;ah bah si vous arrêtiez de les cramer par exemple à défaut de les dégradermanifestation 
243833_tweet.txt;;allez lire le discours de victor hugo sur afrique avant de dire que est gens sont des abrutis que vous le vouliez ou non cette figure de la culture française est raciste
118558_tweet.txt;;envoie quand même et jte répond ici prcque flm de tweet ça mdrr
49950_tweet.txt;;ah mais vraiment loin de nous
3411_tweet.txt;;vendredi il fait  degrés   degrs je vais mourir
221488_tweet.txt;;tu ressemble à michael jackson ai trop la haine 
5777_tweet.txt;;wsh ta pas vie tootatis elle te donne même pas lheure cousine va dormir
218385_tweet.txt;;ya moyen pcq les nucleo ont des genes de dupa intra auricularohff donc a la limite il est un duplon-stelaro-ramificateur faut que jrevois mes sources
9303_tweet.txt;;bon je viens de voir la vidéo hassan et franchement wow le pauvre il est vraiment tombé sur une femme vicieuse elle est carrément aller à envoyé des nudes à sa mère weshhh
260947_tweet.txt;;la que te conté 
25859_tweet.txt;;ai vu michael jackson en tt ai cru il était mort starf
123580_tweet.txt;;a me fume le foot feminin est deja inintéressant en plus ça fait  saisons que les lyonnaises gagnent la ldc ça nique encore plus interet tu connais le resultat avant le match
216212_tweet.txt;;nan est pas de abus car les footix de telefoot regard les stats  allrs sue le joueur est vraiment nul a chier aucune elegence pas de technik rien des controle trop long rater tout les  pass  il nik des centaine daction pck il est nul c tou c une merde
56040_tweet.txt;;bamba est à la place de thauvin aucune vanne 
234803_tweet.txt;;après qui  toi   la bande blagues sérieux
259895_tweet.txt;;pizza nachos and wine une année vreumant  
219678_tweet.txt;;bon bah enfaite on a eu des nouvelles de tout les membres  le jour de anniv de mais sauf jk qui nous a toujours pas montré  un signe de vie  
46593_tweet.txt;;mddddr de ouf après avoue un lakers clippers est bien aussi surtout que sur la saison les deux sont à égalité crois avait -
96685_tweet.txt;;a que contre brest ils arrivent à gagné à extérieur
179815_tweet.txt;;je suis choquée vous pouvez dire ce que vous voulez mais ariana vocalement elle est au dessus   
41592_tweet.txt;;quelle match de thauvin il est en jambe 
191051_tweet.txt;;- dans le dernier qt un must win game pour les bucks est du jamais vu 
171099_tweet.txt;;hamilton va prendre une pénalité là vraiment allez mourir en faite
187235_tweet.txt;;greg guillotin il est trop fort  une histoire en  temps  
81887_tweet.txt;;a un truc qui échappe vous vilipendez les big  et le doliprane mais défendez hydroxychloroquine fabriquée -comme le doliprane- par sanofi plus gros labo français et ème mondial avoue avoir du mal à comprendre
207762_tweet.txt;;degrés vendredi est quoi le délire là
107169_tweet.txt;;regarde la vidéo de hassan là veux juste vous demander parce que ça me semble bizzare il dit il a fait h de gav et aucun de ses potes à prévenu sa mère même pas camille bon
111205_tweet.txt;;en vrai adebayo fait une série de monstre mais dragic le sert tellement si il chope un contrat à  chiffres est tellement grâce au dragon slovène    
173338_tweet.txt;;je suis allé au marché  euros le melon si on convertit ça fait  francs le pauvre melon ils se foutent de nous les agriculteurs comme didier giraud  il vaut mieux aller au supermarché   
263486_tweet.txt;;la d all stars même avec mario galaxy  en plus dans la cartouche ça ferai même pas go ils se mettent bien niveau marge
61791_tweet.txt;;quand elle dit passe par feuneu  vraiment son flow elle est un 
223309_tweet.txt;;ewi on est l pas de selfie juste le dessin as a treat 
8514_tweet.txt;;il nous donne continho cuisance sane et on verra si sa sera la même chose pfff 
224101_tweet.txt;;je vais mettre tout le monde accord est une ordure ses complices et ceux qui ont été complaisants ne valent guère mieux mais la indigenistes racialistes identitaires néo-féministes vertsrougesbruns à la manuvre est un enfer pourri 
246776_tweet.txt;;bon lena une fois ok mais la ca fait  et on est que le  août
192007_tweet.txt;;ptdr ils ont pas finis avec les blagues des stmg ptn depuis le temps 
203491_tweet.txt;;gênance dans avec pierre palmade  je sais pas si il a bu mais est gros quand même
5407_tweet.txt;;ma mère elle voulait me les acheter ce matin avais pas compris que ct ceux de lena ptdrjrrj 
7860_tweet.txt;;les bucks se sont fait éclatés hier la nba sais pas si tu suis
229825_tweet.txt;;aurais été énervée aussi ga léta manzel missié se diss je aurais foutu à pied
111854_tweet.txt;;un message de compassion pour et ses proches ca vous arracherait la gueule 
67322_tweet.txt;;tu peux pas c le daron
103051_tweet.txt;;est dans mon top  il est ouf
103334_tweet.txt;;zéro dégaine était un latéral est sur 
146435_tweet.txt;;perfect   benedetto ou thauvin    win   encore une belle collab avec le poto    faites péter les tickets pour cette eme collab  sur      accepté    
220531_tweet.txt;;hahahaha donc là une pierre de  kg projeté avec vitesse sur le crane d un singe ca va ca leur fera rien
157642_tweet.txt;;akip jdis bien askip maroua a envoyé un msg a richard en traitant kihou de crasseuse a cause de histoire edf et a propos de lena elle a askip dis elle avait des dents pourries
87434_tweet.txt;;wine marriage crabs  oukééé 
144558_tweet.txt;;en plus ça parle de lacazette il a gagné quoi avec lyon bah il a été soulier or quoi
29841_tweet.txt;;le rdm a la finale ducoup mujdat a sauté avantskullskull 
119887_tweet.txt;;un dm tout bidon ça peut finir en mariage
157128_tweet.txt;;il est trop frais oue je fait la bdh et tu vas rien dire et rien faire 
200054_tweet.txt;;ah ouais suarez miskine  son genoux est ko 
37083_tweet.txt;;de toute façon ça sert à rien de débattre epic games sont incompétents comment je rêverai que riot achète fortnite
23874_tweet.txt;;mdrr les gens qui vote silhouette es sur a  que la plus part ont vu naruto sur netflix
241233_tweet.txt;;stmg en tendance ça a grave activé mon fight or flight mode jle prends bcp trop personnellement alors que ça fait deux ans que ai le bac sjsdskd
93305_tweet.txt;;mais vous vous prenez pour qui à parler de la santé des meufs sur le  je suis prête à parier que  sont en meilleure santé que moi mais quand on fait kg visiblement la santé autrui ne vous préoccupe plus trop vous et votre grossophobie 
249151_tweet.txt;;fais une photo de plus loin je veux voir tt le sac il est mim le pins de astro mes pins je les mets sur ma valise
180755_tweet.txt;;est une vraie question  est nous  les fachos  ou est vous  la gauchiasse   ou encore les blm et consurs  les chances pour la france qui avez constitué cette liste 
81096_tweet.txt;;dit le tout de suite si aime pas brest ça éviterai de passer pour un con 
10734_tweet.txt;;carla sa mère la lâcher dans la tvr à ans pour se faire cocufié par kevin ans elle a pas eu de père pour lui mettre des claque c estt normal elle est mal élevé d ou une mère lâché son enfant dans la nature a cet âge sans l accompagnement 
1999_tweet.txt;;sah what a pleasure de taper mon meilleur karaoké devant le générique du premier vlog août les vacances peuvent enfin commencer grâce à lena
204374_tweet.txt;;danilo quel enfoire quand même 
187801_tweet.txt;;bon le tout paris était amis avec et en plus il a violé que deux enfants alors foutez lui la paix  non mais elle est sérieuse cette vielle folle   
7156_tweet.txt;;est con ai galeré pour en acheter une pendant le confinement aurais pris la tienne avec plaisir par conte trop envie de link ton compte sur ma switch juste pour mario kart et mario maker 
236867_tweet.txt;;imagine bucks remonte non je rigole  mais imagine quand même 
217535_tweet.txt;;laurence à brest  depuis  heures on voit partout donner son avis sur tout il est définitivement cramé et on veut plus voir sa tronche il profite de sa retraite anticipée limite il défile le et il rentre chez lui
268518_tweet.txt;;le culot pierre et hibiscus en bii reveille toi fils de pute
264235_tweet.txt;;ouipui
190874_tweet.txt;;ouais ok je crois il y avait un jeux qui est sorti uniquement sur le microsoft store il y a - and mais je ne me souviens plus du nom de ce jeux steam et epic ne sont pas des os contrairement à windows a un moment ou un autre ils vont bien devoir travailler avec microsoft
72305_tweet.txt;;tu regardes pas les matchs y a plein de truc que sanson sait pas faire construire controler le ballon correctement il a plein de défauts
200418_tweet.txt;;le high kick  est jess qui a frappé carla  aime bien ça  
214573_tweet.txt;;totalement vrai adore bts mais pour une fois que astro  ont la possibilité de gagné un win je vais pas me gêner juste pck a bts
62920_tweet.txt;;comment il est timide kpri dans bail  sneakers jsavais pas était a ce point
248979_tweet.txt;;vendredi  en a ils se plaignent alors que est juste un échauffement avant aller en enfer
66345_tweet.txt;;antoine conté est devenu calme heunn
76265_tweet.txt;;ai trop le seum ai commander une perruque sur aliexpress elle devait arriver hier eh aime pas les bêtises
133939_tweet.txt;;faut faire quelque chose là team twitter partager  roubaix faite quelque chose 
164690_tweet.txt;;vraiment jsuis tro attaché au  joueurs y a peut être une légère préférence pour lacazette mais elle est infime
123807_tweet.txt;;en vrai si tu préfères ulquiorra ok mais si tu veux gardé ta pp je changeee
173176_tweet.txt;;ai hâte purée  
67339_tweet.txt;;bah pour pleurer faut au moins un mort important et on est pas attacher à tout les fourreaux rouges donc soit mugiwara soit sabo soit éditeur nous troll
37481_tweet.txt;;ai déjà lu ouai toute façon fifa est pourri maintenant je lui donne pas tord ça fait  piges on a les mêmes bug mais rien que pour le maillot sur le jeu jle prends
39240_tweet.txt;;arrete insulter stp on reste sur du respect c marrant deux minutes
178529_tweet.txt;;non ça est pierre bousquet
64379_tweet.txt;;ca me rappel quand robert menard pr fermer les chichas a beziers il avait dit  on est pas a damas ici  je chiale
264214_tweet.txt;;les joueurs de zed top qui disent que garen a aucunement besoin être appris alors ils savent pas que le passif du w donne de la rm et de armure et ils te disent que es hardstuck bronze avec  victoires pour  défaites niquez vos mères
221624_tweet.txt;;hamilton ne va pas empêcher de casser réd bull
211443_tweet.txt;;je comprenais pas pq tlmd disais de like et vrmt ça a refais ma journée arrête pas de like mtn  
35936_tweet.txt;;quand a ta mère qui te suit et que ta sur en rajoute une couche  
49095_tweet.txt;;ceux qui ne disent pas mister freeze obligé ils ont eu un traumatisme dans leur vie en mode ils ont vu leur daronne enfoncer ce truc dans leur teucha
171712_tweet.txt;;information utile dans ce tweet de merde est mars  et il a fait tout un thread rempli de ça le couillon breaking news  les consignes adaptent par rapport à la connaissance du problème et aux moyens mis à disposition 
131783_tweet.txt;;attendez on est accord que histoire hassan ressemble à mort à une mise en scène non  mdrrr ça filme des disputes ça se prend en photo et tt mdrrr ridicule tout pour le buzz dans tous les cas  affiches pas tt ça sur les réseaux sois digne
48490_tweet.txt;;mdrrrr la suède est vraiment un pays faiblard on va pas se voiler la face ai pas envie on finisse comme eux on a intérêt à voter les bonnes personnes la prochaine fois car les eelv et compagnie
125241_tweet.txt;;tkt il regarde pas en direction de la monté  des que tu la dépassé  woulé génès 
219146_tweet.txt;;tu sais lire ou tu es déni de bon sens ou maîtrises tu la notion de intérim de toutes les façons les ordonnances sont déjà en application
96974_tweet.txt;;tout le monde a fait le taffe et puis ta westbrook qui est nul a chier
196288_tweet.txt;;mdddrr du coup adele nous prépare un feat avec vybz kartel ou bien 
97777_tweet.txt;;smile vous êtes au dans le   
87357_tweet.txt;;tu ose dire ca alors que ta dis bha donc rien et que tu n avais plus rien a dire t culotté toi
114620_tweet.txt;;sur la photo que la fille vient de montrer rihanna elle a rien du tout sur elle a part le gloss justement
111271_tweet.txt;;bon mon cur arrête sur chaque contre de brest sérieux je vais mourir comme ça  je attendais à mieux
35036_tweet.txt;;a enculé comment est lourd  tu es rajouté sur la photo ou on a prit en photo avec la moto 
242066_tweet.txt;;on voit trébien que tu gênes pas du tout 
73957_tweet.txt;;je regrette la stmg étais plus un cas que toi et je suis passer alors que je cherchais endroit avec le moins heure mais mon daron a dit c la même le démon
137195_tweet.txt;;crois que jsuis la seule personne à avoir regarder doctor who wsh
236889_tweet.txt;;elle est lourd leur maillot 
138733_tweet.txt;;elle est surtout pas seule sur une place est nul 
125302_tweet.txt;;ptdrr ace il est mort à marineford maintenant est au tour de sabo de mourir à wano
72681_tweet.txt;;ptdr qd je vois qui fav ça en ai des sueurs froides 
107370_tweet.txt;;ptdr celui là est le dernier en date le gars as dis attend regarde  il a enlever sa basket et il porter pas de chaussettes ptdr bref pour me montrer son gros ieps ou il avais un orteil coller à autre avec un tatouage de ciseau dessus son gros iep premier rdv 
2388_tweet.txt;;les tweets sur adèle ça me zigouille
255873_tweet.txt;;ah oui le fameux contexte  un coup de matraque dans la gueule oui mais le contexte un il en moins oui mais le contexte un livreur mort étranglé oui mais le contexte  ouvrez un peu les yeux et regardez ce qui ce passe pas seulement chez nous mais un peu partout sur 
219388_tweet.txt;;heure est grave il faut exterminez cette silhouette de mes couilles 
152419_tweet.txt;;mdrr je commence à capter pk ça hate giannis en dehors de son style de jeu
27371_tweet.txt;;début des vlogs août de léna situations ça fait plaisiiiir
109923_tweet.txt;;il ne comprend rien ce truchot les jeunes transmettent le virus 
96384_tweet.txt;;moi je suis a  seulement donc je reste sage comme une image lol
127661_tweet.txt;;les stmg ils ont détruit le foyer 
30027_tweet.txt;;oula mais est quoi ça  gngnnf se conte contiens en effet du neo facebook alors déjà ça veut rien dire et en plus tu sais pas écrire 
74969_tweet.txt;;one pièce ya x plus de tome heureusement il on plus de ventes est comme jul et pnl
99876_tweet.txt;;oui mais bon elle affiche déjà son corps elle même certes la personne aurait pas du faire sa mais quand les gens affiche bulma ou autre personne parle mais vu tootatis est la mère de certaines personnes ici
207337_tweet.txt;;tu exagères qd mm   but a pas comparaison suarez devance mon kb
20174_tweet.txt;;mdr kaaris bosh est un feat à écouter les yeux baissés
34971_tweet.txt;;par contre je suis choquée hassan il a dévoilé le visage de fatma sans pression la pauvre impossible de refaire sa vie
80841_tweet.txt;;la descente ça se travaille assis au bar en appui sur le coude  
120091_tweet.txt;;tu préfères la piscine à la mer va te faire soigner
116033_tweet.txt;;on les a pas remis  en question mais yen a ils le font passer pour le suarez de liverpool alors il est à  but en série  faut pas deconner
162280_tweet.txt;;quels tocards  et a propos eriksen est ce il ne faut pas entendre sur   conte en voulait pas  comparé à ronaldo de pire en pire objectivité
193500_tweet.txt;;michael jackson il est pas mort en suis sûr
153364_tweet.txt;;lady gaga elle va faire deux performances du coup rain on me et un medley yessss
183249_tweet.txt;;des incultes ceux qui votent silhouette 
184264_tweet.txt;;pendant le bubble était plus la loose que la win pour les lakers mais bon
242802_tweet.txt;;putain bientôt on va avoir attaque des titans irl
145144_tweet.txt;;bisous      on arrive ma chérie  je saute dans mon maillot
40363_tweet.txt;;benjamin depuis on sait que est un fdp il a perdu tout son charme le cafard 
99703_tweet.txt;;qui peut asseoir à la table de harden et westbrook et dire je choke plus que vous   merde
224837_tweet.txt;;quand demande des sous à ma mère et elle me dis va chercher mon sac
161587_tweet.txt;;mon petit tes réactions sont parfois très chelou sérieux giannis en est à son e match de cettz série lbj  au er mais tu réussis kan même à comparer leurs perfsca est le talent
222426_tweet.txt;;je vous direz ça demain pas les chiffres en tête du solde de année dernier mais est pas mirobolant
245595_tweet.txt;;ai ai esse lebron  go lakers
184651_tweet.txt;;adele dans sa tête elle est a deux doigts du single avec sean paul eh 
168043_tweet.txt;;oui cv ta raison apres tt chacun est maiyre de son destin je naurais jms du me mettre au travers de son chemin
220221_tweet.txt;;je crois quand même on est nombreux à passer pour des cons  est des yéti point barre enfin pour nous 
253749_tweet.txt;;ben pas vendredi  pour moi est 
130820_tweet.txt;;ah merde désolée avais pas lu
180378_tweet.txt;;mdrrr pas du tout est mister freeze et rien autre
