Column1;Column2;Column3
194332_tweet.txt;orthographe;@XXX @XXX J'suis aussi à l'aise avec l'orthographe et la conjugaison que Maxwell Cornet au poste de Latéral ??
179471_tweet.txt;on dit;@XXX @XXX @XXX On est tellement partout, que veux tu. Nan sah moi j'place des a partout, juge pas  Nan, si on suit ta logique on dit Mister freeze parce que c'est elle la marque principale
130133_tweet.txt;on dit;"@XXX @XXX @XXX Putain et elle continue cette apprentie nazi. Vas y fais une liste de médecins juifs, a ne pas consulter pour pas ""cautionner le sionisme"" comme on dit chez vous. Ordure !"
112173_tweet.txt;on dit;"j’étais trop gentille, comme on dit ""trop bonne trop conne""???????"
202804_tweet.txt;On dit;On dit tu préfères quoi entre un mec grand et vilain , et un gar court et beau elle dit je veux rien ????
96854_tweet.txt;le mot;@XXX @XXX Prcq elle a rajouté le mot viol wsh c’est ça le message dans la vidéo
264595_tweet.txt;on dit;A #Colombes les Fachos manifeste parce qu'on dit d'eux qu'ils sont raciste .. Syndicat alliance c'est l'extrême droite nan ?  il ce fouteraient pas un peu de la gueule des gens ??
152035_tweet.txt;le mot;Entre Leto, plk, et le motif on a mangé Gucci en 2 jours
129591_tweet.txt;on dit;Il vien de dire un truc la Marvin ???? toutes les meuf qui on dit wai Beaugoss je kiffe Elle vont tweeter ah quel chien #LMVSLRDM5
1301_tweet.txt;on dit;Ftg vous gâché le plaisir des autre avec nos débat intéressant alors que vous les seul debat  sur vos manga limité plus fort plsu fort plsu fort et quadn on dit tu préfères qui vosu choisies celuiq ue vous connaissez alors que l'autre vous le connaissez pas voila @XXX url_path
242289_tweet.txt;le mot;@XXX bah yéti pour désigner le mot pirouli ça existe pas.. non en général on me comprend pas
83290_tweet.txt;On dit;On dit des Mister Freeze ya 0 débats.  Par contre, j'ai demandé à un pote il m'a sorti des petits filous ?? url_path
159716_tweet.txt;on dit;@XXX @XXX Ah non, il est loin d'arriver à la cheville d'Abdoulaye, qui lui ne crache sur personne. Mais comme on dit, les plus génés partent les premiers
11663_tweet.txt;on dit;@XXX @XXX J’y suis ouais et ma prof tlhr a dit en plus « stmg c’est la meilleure filière et je vais vous le montrer, vous pouvez allez loin avec un bac stmg » ça se voit elle entend trop de de mauvaise choses qu’on dit dessus
125038_tweet.txt;le mot;et la si dieu existe le moteur francais de sainz pete gasly win monza !!!
233153_tweet.txt;On dit;On dit c le fils a Léris vous y croyez vos crânes la ?
12471_tweet.txt;le mot;#tgv8538 #sncf #train #limousin bon je suis avec @XXX dans un train direction Limoges SAUF que le train a foncé dans une fucking caisse car il y avait des gens qui bricoler la voie. Une vitre est brisée et le moteur à côté de nous fume bcp !!!!! #OMG #cgolri #onvamourir
37000_tweet.txt;Le mot;"TT vont même pas parler de choke si Milwaukee saute c'est ça le pire ""Non mais c'est pas un choke c'est juste que.."" mdrrrr  Le mot ""choke"" ne s'applique que quand faut parler de Westbrook ou DeRozan mdr"
215220_tweet.txt;le mot;"#GGRMC Liebig pour cette truffe prononcer le mot ""francais"" lui arrache sa gueule de con !"
134149_tweet.txt;le mot;@XXX Genre tu utilises le mot pirouli pour désigner un yéti ???  Et les gens te comprennent ????
158410_tweet.txt;orthographe;@XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX Je fais un constat de ses soucis en orthographe. Apparemment vous avez aussi un souci avec la langue française.
150019_tweet.txt;orthographe;@XXX @XXX @XXX @XXX @XXX Sauf qu’on t’as pas demandé ton avis mon cher , le #PlusDe70kgEtSereine permet de s’assumer et montrer qu’on est tous beaux et belles donc toi et tes fautes d’orthographe fermez la ??
104624_tweet.txt;Le mot;@XXX Le mot est nul et en algerie y sont pas bons 100× mieux mister freeze ??????
182746_tweet.txt;on dit;@XXX bah comme tout les mots quoi en français on dit noir/renoi mais si on rajoute « sal » devant évidemment que ça devient péjoratif donc le mot « khel » tout seul veut seulement dire noir
132512_tweet.txt;le mot;@XXX ouai mais non si le jeu était pas terrible personne le prendrait, même avec un mode photo ouffissime. et ça se vois que tu sais pas ce que tu dis sur le moteurXD regarde the witcher 3 sur switch, si les dev prennent leur temps ce sera encore plus ouf
11448_tweet.txt;on dit;@XXX ??ah gar moi même je joue au basket et si on dit de ça de moi serait pas content. Westbrook est un bon joueur mais vraiment parfois il déçoit.
266239_tweet.txt;on dit;@XXX Top 10 mdrrr pourquoi pas elargir et dire top 20 ou top 50 des clubs de premier league??????. On veut parler des Top 3 putain.... L'ideal c'est le ?? mais puisk que ça fait 7ans. Bref, c'est fou notre degradation (Top 10). Genre si on dit top 5 on n'est pas sur d'être dedans????
81745_tweet.txt;le terme;Je comprends ce que tu veux dire mais de grâce le terme que tu as utilisé  (Shoah) faut qualifier le peuple qui l'a subi et non l'assimiler aux Sarazins et racailles en tou genre Mâzel tov url_path
114136_tweet.txt;on dit;RT @XXX: @XXX @XXX @XXX mais nique ta tante à toi comme ça du sud on dit mister freeze grand malade ton sud de wish
72759_tweet.txt;on dit;Rolalala sur ce réseau quoi que tu fasse tu sera critiquer. Je fais un maquillage supporter de l'équipe de France on dit rien là il s'agit d'un héros ça ouvre sa bouche en disant gngngng t'abuse gngngng ça reste un personnage me cassez pas les couilles.
107739_tweet.txt;orthographe;"@XXX ... c'était bien l'hommage à Sir Alex Dupont mais... la monstrueuse faute d'orthographe dans le texte, franchement ça la fout mal... (""Brest t'aS aimé""... ??) #SB29OM"
158004_tweet.txt;on dit;@XXX @XXX Si c’est le père qui rendait visite à son enfant ???????  Très peu probable que celui qu’on dit être le père l’est réellement
235287_tweet.txt;on dit;@XXX @XXX @XXX Je ne connais pas tous les détails de la RATP mais il me semble qu’on dit cela car il s’agit d’un agent embauché par un EPIC. Il n’est pas fonctionnaire pour autant.
69492_tweet.txt;le mot;@XXX @XXX @XXX Février 2021 :)  Non il a été établi que le mot atterir était valide pour tout les corps, du fait que le terme ne vient pas du nom propre Terre, mais bien du fait qu'il s'agit de toucher terre, le sol donc ^^
251623_tweet.txt;le mot;"Très bon article sur l'anomie qui frappe notre société. On attends les piallements de la wokosphère qui sans l'avoir lu vas bloquer sur le mot ""jungle""...   url_path"
205238_tweet.txt;le mot;RT @XXX: elles vivent dans une grotte pour pas connaitre le mot badass? #LRDS
112306_tweet.txt;langage ;Découvrir les fleurs apprivoisant leur langage   ~?? #6mots  ??~  ??On est bien peu de chose         Et mon amie la rose              Me l'a dit ce matin??  ???Cécile Caulier?????C. Caulier et Jacques Lacome??F. Hardy #laMinuteLove ???? #LundiFleuri ????  url_path url_path
112646_tweet.txt;le mot;@XXX @XXX Alors utilise le mot « apprendre » si tu préfères.
232945_tweet.txt;langage ;La Raissa a un langage à couper au couteau! #LRDS
31468_tweet.txt;langage ;Raïssa me fait sentir que j'ai basculé du coté obscur des vieux qui comprennent plus le langage des jeunes #LRDS
141569_tweet.txt;langages ;Top 10 des langages de programmation 2020, publié par l'IEEE ce matin. Pas de surprise dans le top 5, mais R en 6e position et Arduino en 7e ! url_path
133584_tweet.txt;On dit;"Aujourd'hui c'est le #OnePieceDay ??,  le manga fête ses 23 ans de parution ! On dit souvent : "" les meilleurs partent toujours les premiers ""  Mais toi, tu es une exception qui dépasse notre entendement, petit frère.??"
226445_tweet.txt;langage ;@XXX Vous, le Maire de Nice, j’espère maintenant Perpignan, portez le même langage ! Et les fruits dans votre ville se voient ...à tél point que je fais l’acquisition d’un logement à Béziers ! Continuez !
92557_tweet.txt;orthographe;Grammaire/orthographe, le solfège, la psychologie (en particulier tbs de la personnalité et de l’humeur), les jeux de la licence Nintendo et la filmographie de Gregg Araki url_path
46439_tweet.txt;le mot;@XXX @XXX @XXX Pff, n'importe quoi ça serait illégal déjà. Tout le monde sait que les batailles sont autorisées entre les deux, ils n'ont pas le droit de taper dans le moteur pour se battre au risque se faire surprendre par Max. Sinon Hamilton en tête a parfaitement géré son rythme.
225742_tweet.txt;le mot;@XXX Installe l'appli adblock et utilise le moteur de recherche de l'appli, tu pourras aller sur tes sites mais y'aura plus les pubs url_path
110801_tweet.txt;le mot;@XXX @XXX @XXX @XXX @XXX @XXX @XXX Tiens déjà apprends ce qu’un sémite . Car vous avez le mot ANTISEMITE facile . url_path
175632_tweet.txt;on dit;@XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX Parce que c'est une dérive totalitaire au début on sort le casier d'Adama Traoré, ensuite quand le petit Gabriel vole un vélo et qui se fait massacré on dit oh mais il avait que n'a pas volé un vélo, et pr Cédric C j'entends ah mais il n'avait pas à commettre ou outrage
84793_tweet.txt;on dit;Si on dit 9 on ne peut pas mettre Benzema et Suarez dans la meme phrase url_path
89237_tweet.txt;le mot;"@XXX @XXX ""Juif, Sioniste""... J'avais appris lors de cette vidéo justement où il dit à Soral (après s'être fait frapper) :  ""Tu me frappes parce que j'suis Juif ?!"" Soral lui avait dit juste avant : ""Si tu prononces encore le mot bougnoule, je t'en colle une""... ça n'a pas loupé...."
251984_tweet.txt;le mot;#LeSaviezVous Greenpeace est opposé à la recherche scientifique dès qu’il y a le mot “nucléaire” dedans.. url_path
107351_tweet.txt;le mot;"Tout le monde parle de la Une de l'Équipe concernant l'exposition des lyonnaises. Personne ne parle de ce titre complètement pourri pour Alaphilippe. Vouloir coller à tout prix le mot ""masque"". C'est ridicule."
2451_tweet.txt;le mot;?? Google #BigQuery arrive sur #AWS et #Azure avec BigQuery Omni. Utilisez le moteur BigQuery pour analyser les #Data qui se trouvent dans plusieurs #Cloud. ?? Pour tout découvrir de BigQuery, suivez notre #webinar gratuit le 23 juillet : url_path #multicloud
11776_tweet.txt;Le mot;#Mbappe Saint Étienne = pire ville = pire joueur = pire supporter  Le mot « Farmer League » prend du sens à cause de ce genre de club
212362_tweet.txt;on dit;@XXX @XXX Si tu ne supportes pas la communauté, ne prends pas les transports en commun prends ta caisse ????? L'espace publique appartient à tous, les plus gênés s'en vont comme on dit
263369_tweet.txt;on dit;"@XXX @XXX @XXX On sait pas vraiment en fait... Après, on dit comme on veut ?? Moi aussi je dis ""la"" car je considère comme ""une"" console... Donc la console Nintendo gamecube... Mais ce n'est que mon avis ??"
40332_tweet.txt;le mot;Il a terminé son #collège, il a obtenu son brevet avec mention bien, et pour cette #rentreescolaire2020, il va aller dans le #lycée de son choix pour suivre la #formation qui lui plait et le motive. #RENTREE2020 #autisme #inclusion 3/7
25466_tweet.txt;le mot;"freeze corleone tu lui enlève le mot "" comme "" il devient muet"
9752_tweet.txt;Le mot;RT @XXX: Le motif d’arrestation de Soral est très « Gaid Salah » compatible
96231_tweet.txt;le mot;@XXX @XXX @XXX @XXX Oui avec une One X The Witcher 3 était déjà en 4K 30 fps quand même ??. Même si j’adore ce jeu le moteur a pas mal vieilli
94131_tweet.txt;on dit;Focus sur la troisième journée du @XXX avec Les choses qu'on dit, les choses qu'on fait d'Emmanuel Mouret, le retour gagnant d'Emmanuelle Béart dans L'Etreinte et le très beau premier film d'Anna Cazenave Cambet De l'or pour les chiens url_path
54159_tweet.txt;le mot;"@XXX @XXX @XXX @XXX @XXX @XXX Plenel, le ""rigolo"" qui ne connaît pas le mot Objectivité et qui devrait faire n'importe quoi sauf du journalisme..."
220350_tweet.txt;Le mot;Le moteur de l'étage supérieur vient d'être rallumé pour envoyer Perseverance vers la planète rouge ! url_path
200851_tweet.txt;le mot;@XXX J’aurais préféré un remake avec le moteur graphique de mario odyssey quit à attendre plus longtemps... la c’est vraiment le service minimum
204078_tweet.txt;on dit;@XXX Avignon, après on dit aussi Yéti mais je vais avoir bcp plus de facilité à dire un Pirouli qu’un Yéti. C’est ce qui sort naturellement ???????
12446_tweet.txt;le mot;Dommage pour Gasly de ne faire « que » P10, dommage pour Renault dont le moteur prend une P3 mais sans une monoplace française. Bref, un peu déçu de cette qualif’ par rapport à toutes les promesses (notamment les 8 dixièmes entre Bottas et Sainz...). #ItalianGP
122344_tweet.txt;On dit;On dit Un altère #rmclive
97178_tweet.txt;le mot;[#MardiConseil] Pour compléter, ne pas traverser en courant, ne pas accepter de suivre une personne inconnue quel que soit le motif qu'elle avance ... Bonne #RentréeScolaire2020 à tous !! url_path
230102_tweet.txt;on dit;"@XXX @XXX @XXX @XXX #XiaomiMi10 (même si normalement on dit pas le ""Xiaomi"" dans le nom du téléphone)"
166401_tweet.txt;on dit;Si qu’un connait Pablo Iglesias appelez-le. Il n’a rien compris et pourtant il est « trop » bien comme on dit aujourd’hui.
240300_tweet.txt;le mot;@XXX Des joueurs avait recréer Mario all stars en utilisant le moteur du jeu New super Mario Bros wii
189165_tweet.txt;on dit;@XXX Les plus gênés s en vont qu on dit.
106671_tweet.txt;le mot;@XXX @XXX @XXX J'utilise bien le mot SJW (car je combat activement ces personnes sur les réseaux sociaux) mais ou est-ce que tu as vu que j'aime Dieudonné ???
28975_tweet.txt;le terme;@XXX Oui le terme homosexuel n'existait pas à l'époque. Dans la Bible on parle plus tôt les relations homosexuelles, elles sont perçu comme négatif. Par contre nous n'avons pas à tuer, insulter(en gros faire du mal) aux homosexuels car c'est un pêché de faire du mal à autrui.
196055_tweet.txt;langage ;"@XXX @XXX qu'on me dise combien de fois on emploi ""je m'étouffe "" dans le langage courant , ne parlez pas de lapsus , c'est volontaire , on connait la macronie ?? #ggrmc"
166586_tweet.txt;on dit;@XXX Comme on dit souvent au virage << Marine et blanc Alle >> ou << le maillot marine et blanc >> ou encore << marine et blanc les couleurs de mon bonheur..
40318_tweet.txt;orthographe;"@XXX Je riais tellement que j'en ai laissé mon orthographe au placard :  ""... pour ... montrer  que les territoires..."""
167854_tweet.txt;le terme;Donc Macron a vraiment employé le terme #incivilités alors qu'on parle de crimes ? Faudra pas qu'il s'étonne si en 2022 il hors de notre vue...
187014_tweet.txt;le mot;@XXX @XXX Nos dirigeants préfèrent employer le mot #Incivilités..
46932_tweet.txt;On dit;1500 personnes à Lyon ce 14 juillet.  183 € certes mais dans quelles conditions ? Nous ne souhaitons pas travailler plus. On continue de fermer des lits tous les jours et à sucrer des avantages... On dit NON.  #REVOLUTION2020  #SegurDeLaSante url_path
54428_tweet.txt;le mot;@XXX @XXX @XXX Si il n’y avait que les personnes dont vous parlez en voiture sur la route, on aurait pas encore inventé le mot bouchon en Français!
46799_tweet.txt;le mot;France relance :  Des qu'il y a le mot France dans le nom d'un projet, ça foire. C'est de la com' Et tout le monde tape dans le porte-monnaie sans retour sur investissement. Classieux  ?? Carglouche répare, carglouche remplace ??  #francerelance
53491_tweet.txt;le mot;@XXX coupez le moteur de Sainz pour le bien de la nation #ItalianGP
201684_tweet.txt;le mot;@XXX le mot #Ecologie est absent ou presque
221214_tweet.txt;le terme;@XXX @XXX Non ceux qui sont devenu aveugle c’est les Falmer. Et oui les Dwemers sont des elfes « mers » signifiant elfe le terme « nain » étant une erreur de traduction par contre ils portent la barbe :)  A noter que les orcs orsimers sont aussi des elfes
180186_tweet.txt;On dit;@XXX @XXX On dit pas que c’est pas normal on dit que c’est très décevant et que Giannis est empêtrée entre ses vraies faiblesses et le niveau de certain de ses partenaires quand les vraies défenses apparaissent en Playoffs! Peut etre la faut au coach aussi mais on est obligé de parler dess
227669_tweet.txt;le mot;"#MonPireDate Vous utilisez le mot anglais ""date"" au lieu de ""rendez-vous"", vous méritez ??"
242248_tweet.txt;on dit;#MonPireDate : on dit mon pire rendez-vous quand on n'a pas loupé son rendez-vous avec la langue française.
224282_tweet.txt;on dit;Très belle éclaircie dans la matinale ??#Europe1 @XXX du @XXX #Doubs #FrancheComté ?? merci ! @XXX  Oui @XXX on dit #Doubistes ??  #MadeInChezNous #industrie #BilletsDoubs #culture #tourisme #gastronomie #patrimoine #nature #Besancon url_path
141094_tweet.txt;orthographe;"@XXX @XXX @XXX j'ai dis ""parle français"" pour donner un sens à ta phrase je parle en aucun cas de l'orthographe... je m'en branle totalement de l'orthographe la preuve, j'ai écris ""ntr o pir"" mais toi tu fais des phrases qui n'ont aucun sens donc ferme ta gueule un coup merci."
244289_tweet.txt;on dit;Jeff bezos on dit si il achète un Big Mac à chaque habitant de la Chine ca n'arrivera même pas a la moitié de sa fortune
214777_tweet.txt;le mot;@XXX C'est le mot. J'ai pu voir passer que le retour de Kappa avec Monaco ne faisait pas l'unanimité. Là je crois qu'ils ont mit les points sur les i.
232953_tweet.txt;orthographe;@XXX @XXX Asurémant, l’orthographe ca conte !
26716_tweet.txt;on dit;@XXX Pourquoi ils n'ont pas fait changer de place l'homme ?  Comme on dit les plus gênés s'en vont !!!
83079_tweet.txt;on dit;Non pas cette Une dans ma chambre hein un petit Gasly est magique par contre on dit pas non url_path
74615_tweet.txt;langage ;"Mon commentaire du livre de Malika Sorel-Sutter : ""#Immigration - #Intégration. Le langage de vérité"" : url_path via @XXX"
50772_tweet.txt;Le mot;Le moteur Renault pointé du doigt par Carlos Sainz après son abandon - url_path #F1 #BelgianGP
186381_tweet.txt;le mot;RT @XXX: le mot amour est très court par rapport à ce que je ressens pour vous < 3  #jungkookday url_path
129584_tweet.txt;le mot;RT @XXX: #LeSaviezVous Greenpeace est opposé à la recherche scientifique dès qu’il y a le mot “nucléaire” dedans..
124694_tweet.txt;on dit;@XXX Comme on dit tout ce qui est petit est mignon
14612_tweet.txt;le mot;@XXX @XXX Ça le motivera à avoir un pc si il à déjà la carte graphique #UltimatePlay
229745_tweet.txt;Le mot;@XXX @XXX @XXX @XXX Le mot khel(tant qu'il est utilisé positivement) nous suffit donc n'en rajoute pas ma grande.
76787_tweet.txt;le mot;@XXX @XXX @XXX Même si la sncf ont un problème ils devraient s'occuper des passagers, peu importe le motif cela ne les excuses pas. Bon courage à vous 3 et à tous les passagers !
247722_tweet.txt;on dit;@XXX @XXX @XXX Et t'en pense quoi du réchauffement climatique ? La déforestation ? Pourquoi on dit mister freeze et pas MISS freeze, un peu sexiste tout ça tu trouve pas.
51214_tweet.txt;orthographe;"@XXX @XXX @XXX @XXX @XXX @XXX Il y a des livres, aussi, de personnes niant la Shoah; et pourtant elle a existé! Pour le correcteurs d'orthographes, je tâcherai, dans l'avenir, de l'utiliser; merci! J'attends de vous toujours que vous publiez vos preuves!"
157207_tweet.txt;On dit;@XXX Ahah t'inquiète, rajoute en si tu veux. On dit jamais non à du Bleach !
106233_tweet.txt;Le mot;"Mort de Claude #Lanzmann : ""Le mot #Shoah est rentré dans le #vocabulaire grâce à ce film""  Film a voir et à revoir  #Oublié #4000 ANS DE #MÉPRIS url_path via @XXX"
78550_tweet.txt;on dit;La Capitale Nationale est officiellement l'épicentre de la pandémie: on compte 5 hospitalisations et ZERO patient en soins intensifs. Comme on dit, vaut mieux en rire, parce qu'en réalité, c'est rendu triste en maudit les médias du Québec! #Covid_19 #covid19Qc
225561_tweet.txt;on dit;@XXX @XXX Sur le sujet complet, la SNCF a tjr dû faire face aux moqueries, rien de nouveau sous le soleil comme on dit! Ms je suis d'accord, les mentalités doivent changées, cpdt elles ne pourront le faire que si la SNCF se met à jour pour assurer le meilleur transport possible aux usagers
67510_tweet.txt;orthographe;@XXX @XXX @XXX Aussi bon en orthographe qu'en gestion des trains !
102419_tweet.txt;Le Mot;RT @XXX: ??Le morceau « Ma Love » de Le Motif & Heezy Lee sera disponible à minuit ! url_path
22270_tweet.txt;le mot;"@XXX #Essonne Des jeunes??!! ""Jeunes"" est devenu le mot passe-partout des humanistes à bon compte pour surtout de pas dire les réalités... #Immigration  Et vous vous étonnez de voir un #RN en-tête de tous les scrutins..."
189347_tweet.txt;le mot;@XXX Nuls c’est le mot juste, faut pas espérer grand chose. Il nous faut du renfort (lateral gauche, un vrai ailier capable de déborder et un autre 9) sinon humiliation ngay am LDC.
71060_tweet.txt;le mot;@XXX @XXX @XXX @XXX @XXX Vous avez que le mot « victimiser » a la bouche quand vous savez plus quoi dire
51531_tweet.txt;orthographe;@XXX Ton tweets de base est un immense mensonge que j'ai prouve (bon avec des faute d'orthographe oui) mais grossier de faire passer mbappe pour un vulgaire florian thauvin
255280_tweet.txt;on dit;@XXX Faire d'une pierre deux coups comme on dit !! ??????
237703_tweet.txt;orthographe;@XXX @XXX @XXX Tu devrais acheter un Robert et un Bescherelle car tes tweets sont une insulte à l'orthographe....et à la grammaire....#AdamaVioleur #StopAuxTraore #TeamPatriotes et aussi un cerveau ?
226081_tweet.txt;on dit;@XXX @XXX C’est toujours facile à dire après coup... comme on dit, tout le monde est devenu médecin subitement ... je ne parle même pas de la pantalonnade Raoult. On a vu aussi le résultat en Suède et autres pour le non confinement. c’est vrai pour les clusters je suis d’accord.
33703_tweet.txt;On dit;"On dit pas ""#AdamaVioleur.""   On dit:   Adama Traoré se serait vu refuser des faveurs sexuels à cause du racisme systémique & de l'homophobie de son méchant co-détenu,  il lui aurait donc mis en bouche le concept d’intersectionnalité à l'aide du fourchette.   Au conditionnel :)"
65145_tweet.txt;on dit;selena c’est bien la seule personne pour qui on dit 82833838 joyeux anniversaire??
203053_tweet.txt;le mot;On peut dire ce qu'on veut des quartiers en tous cas le mot solidarité ça veut dire quelque chose encore #grenoble
246359_tweet.txt;le mot;@XXX @XXX @XXX @XXX Perso je suis offensé par le mot NEGRE. Employé par des non NOIRS, c’est blessant et ça renvoie à l’esclavage où le NEGRE n’étaient qu’un bien meuble. De même que les diff qualificatifs insultant envers les juifs sont blessant, nous saignons rouge comme tt le monde.
115710_tweet.txt;le mot;@XXX @XXX @XXX @XXX @XXX Ils disent black parce que le mot noir a une conotation negative qu'il ne devrait pas avoir. Il faut appeler des chats des chats. C'est noir et puis c'est tout ! Pour dire le mot black à quelqu'un il faut lui demander
252388_tweet.txt;On dit;@XXX Tu veux comparer les deux gestes ? Déjà Shapo était de face par rapport à l’arbitre. Son coup est beaucoup plus fort. Djoko est de dos il balance la balle derrière sans regarder. On dit pas qu’une balle de tennis dans la gorge ne fais rien mais au point de tomber par terre ...
136605_tweet.txt;on dit;"@XXX @XXX C'est pas Hollande, ça. Quand on dit ""les affaires Sarkozy"", on parle de lui. Pas de ses sbires..."
50932_tweet.txt;on dit;RT @XXX: attendez les martiniquais on est d’accord qu’on dit toujours « dji  » ?????
117554_tweet.txt;le mot;La #gauche #collabo veut interdire le mot “ensauvagement” url_path #IslamoCollabos #PréférenceÉtrangère #AntiFrance #Immigration #africanisation #racailles #délinquance
200751_tweet.txt;on dit;"@XXX @XXX @XXX Bah oui mais les grandes lignes viennent des européistes hauts-fonctionnaires ou membres des gouvernements.  On saccage les services publics (éducation nationale ou EDF) avec des choix débiles et à la fin on dit ""bah faut privatiser comme le disait Bruxelles, ça ira mieux""."
264503_tweet.txt;le mot;@XXX Probablement il est jeune s'il reste longtemps avec eux pourquoi pas.. Sainz aussi la saison prochaine.. Mais le moteur des Ferrari ou encore les ingénieurs faut revoir quoi ????????????????
260581_tweet.txt;on dit;@XXX @XXX @XXX c’est ce qu’on dit depuis le debut, et je pense pas qu’il soit superieur a sanson
142396_tweet.txt;le terme;@XXX @XXX @XXX @XXX @XXX Mon fils me parlait justement de ça hier, pour lui c'est signifiquement une régression. Le tout porté par le capitalisme, on le voit aussi avec les marques comme L'Oréal qui banni de leur produit le terme blanchiment.tout ça n'est que publicitaire, espoir de nouveau acheteurs ?
233475_tweet.txt;on dit;"@XXX Chez nous on dit ""ietsé"" et c'est lié à un un conte malgache genre dans le conte ce serait le premier homme qui nous aurait légué ça. @XXX peux tu nous éclairer de ta lumière stp?"
146563_tweet.txt;le terme;@XXX @XXX Ah mais ça j’ai compris mais je ne suis pas d’accord avec le fait qu’il approprie le terme Roi à Giannis enfaite.
225582_tweet.txt;on dit;@XXX La beauté c'est la vie est la vie c'est tout personne différents et tout personne on une beauté de soit intérieur ou soit extérieur comme on dit chacun est comme il est il faut parfois la géré ????.
154857_tweet.txt;le mot;@XXX @XXX @XXX Pourquoi vous n’avez jamais réagi avec les musulman quand le motif était religieux ? #Baltringue ????????
147812_tweet.txt;On dit;Si tu es heureux?? comme elle parce que c'est la fin du mois met nous un gentil pouce bleu??. Bon lundi??. --------------- P.S : On dit cache-nez?? là c'est obligatoire pardon faut porter pour toi. .  #mondaymorning #mondaymotivation #optimistic #workday #civ225 #dunlopcarbonci url_path
145825_tweet.txt;on dit;@XXX @XXX @XXX @XXX 464 morts/million en France 568 en Suède.   Si on avait leurs chiffres ça ferait plus de 3600 morts en plus en France.   Faut faire attention quand on dit des mensonges a ce qu'ils ne puissent pas être trop visibles.
232029_tweet.txt;on dit;@XXX @XXX Déjà, on dit martiniquaiS. Mais j'adore quand il y a des évenements de la sorte, ça nous montre l'état d'esprit des blancs qui n'ont guère évolué. Je prend plaisir à lire tt ces tweets négrophobes qui nous rappellent à quel point l'esprit colonial est tjrs présent chez vous.
259105_tweet.txt;le mot;@XXX @XXX J'avais vraiment apprécié son passage à Sochaux, il s'était vraiment donné à fond pour qu'on se maintienne, c'était assez incroyable au vu de sa réputation. Et oui, super le mot pour Pape Diouf, quel plus bel hommage que voir de là haut ses pépites éclore...
89053_tweet.txt;on dit;@XXX @XXX Tu parles d'un gangster! ?? Il doit arrêter le KFC et les parties de nintendo. ?? Mais il a un côté amusant malgré tout. ?? Faut pas tirer sur l'ambulance comme on dit...
136676_tweet.txt;le mot;Les blagues sur les Juifs, ça passe mieux quand c'est raconté par un Juif, le mot nègre est mieux perçu lorsqu'il sort de la bouche d'un noir, les caricatures sur Mahomet sont mieux interprétées et acceptées lorsqu'elles sont citées par Bukhari et Muslim.... #CharlieHebdo
49045_tweet.txt;orthographe;"@XXX Non mais quand même tweeter devrait nous laisser la possibilité de corriger. Ce tweet est retweeter avec la faute d'orthographe  ;-) et sans la correction ..."
247782_tweet.txt;le mot;@XXX Si Conte part, ce serait très dommage pour Hakimi, c vrai après Isco pourrait chercher autre chose. Dans le sens où il s'épanouirait pleinement s'il joue dans une équipe avec ce style de jeu. Aujourd'hui il a déjà tt gagner avec le real, un challenge pourrait le motiver jpense
66914_tweet.txt;le mot;RT @XXX: Je suis si inspirée par Léna Situations, cette fille créée une réelle motivation en moi
10420_tweet.txt;Le mot;@XXX Le motto de luffy c quoi? la liberté pas d'attaches une famille de substitution qui lui suffit et on vit libre. Ace et Sabo pareil depuis cette promesse. Luffy c un symbole de liberté et d'insouciance comme Roger qui renforce encore plus le coté aventure pierre angulaire du manga
211751_tweet.txt;le terme;LES VERTS ET LES GAUCHOS LFI refusent ce mot mais pour moi  je trouve qu'il est JUSTE  BRAVO  MR DARMANIN MME POMPILI vous avez oublié les violences des GJ qui ont tout cassé donc le terme en sauvagement est vraiment EXACT les français sont TRES VIOLENTS.. Barbara Pompili
112505_tweet.txt;le mot;"Blague à part, je suis impressionné que Nintendo continue à toujours trouver de nouvelles idées, si simples et si fun. (Pardon pour le mot ""fun"", j'ai 41 ans.)"
174157_tweet.txt;on dit;#MonPireDate  Quand la France était puissante, le monde entier disait Rendez-vous avec un accent excité et distingué à la fois.  Maintenant, même en France, on dit date.  Un peu comme ce truc... url_path
67534_tweet.txt;le mot;J’avais deja masqué le mot pnl mais j’ai oublié ademo
160562_tweet.txt;le mot;@XXX ah oui c’est mieux si je rajoute le mot « vu » à la fin
223667_tweet.txt;le mot;"@XXX ENTRENOUS : ""des que j'entends le mot POLICE, je sors ma grande marmite de haine""  j'y mélange : 1942, 2020, police, milice, juif, migrants, déportation, Lallement, extermination, shoah, Macron.  Une ignoble bouillie intellectuelle."
214483_tweet.txt;Le mot;"@XXX @XXX @XXX @XXX @XXX @XXX Le mot inepte ""race"" existe depuis le 15ème siècle. Et pendant des siècles l'idéologie que plusieurs races existent à subsister et ce même aujourd'hui pour certains. Le mot racisme du 19ème siècle définie plutôt cette idéologie et raciste ceux qui y adhèrent."
