id;expression;tweet;pres;erreurs;terme prescrit
220462_tweet.txt;on dit;Je comprends que vous pensez que c'est Kihou qui dit la verité mais calmez la votre pote elle est raciste clairement dans sa story elle dit 'wallah comme on dit chez toi' et la elle fait clairement appel a l'imaginaire de l'homme maghrebin de cité violent #lena #Maroua #kihou;non;;
94513_tweet.txt;on dit;@XXX @XXX @XXX @XXX Mais personne dis ça dans le sud a part une toute petite petite majorité d'un ptit village peut être mdrrrr sinon on dit tous mister freeze;pres;;yeti
125863_tweet.txt;on dit;On est là on dit « Oui Liverpool ils ont plus rien à jouer demain on va les taper » ptdr attend stop y’a plusieurs solutions;non;;
5276_tweet.txt;on dit;@XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX Je pense qu’on dit tous la même chose là, plusieurs stats donneront une meilleure appréciation qu’une seule, y’a pas de débat là-dessus ??  D’ailleurs fameuse phrase de Gilbert Brisbois : « les stats c’est comme les minijupes, ça donne une idée mais ça ne montre pas l’essentiel »;non;;
180657_tweet.txt;on dit;@XXX Truc de fou à chaque fois que je dis à qlq qu'il ou elle est beau on dit le contraire jpleure;non;;
98158_tweet.txt;On dit;RT @XXX: On dit souvent que les stmg c’est les classes des zeub mais perso celle de mon lycee non;non;;
99689_tweet.txt;on dit;RT @XXX: @XXX Ah voilà j'ai répondu pareille on m'a pris pour une fadade chez nous on dit Yeti ??????;pres;;Yeti
168973_tweet.txt;on dit;@XXX les goûts et les couleurs comme on dit hein perso nct j’accroche pas donc ??????? pour moi ça reste itzy, got7, astro et ateez;non;;
259792_tweet.txt;On dit;On dit les teubé sont le Fc Snap, mais Twitter c'est de pire en pire! Dites vous ça va faire 2 jours, que des individus perdent leurs temps à comparer Rihanna et Wejdene wesh;non;;
211328_tweet.txt;on dit;@XXX Ah on dit LA ratait trop oooh  je pense pas qu’on ira au Game 7 ( ma surprise reste les Heats 3-0 ) ?????? si les Bucks peuvent être éliminés ça me va et idem pour les clippers;non;;
132650_tweet.txt;on dit;quand on dit « manon est jalouse de carla » c’est pck a un comportements de meuf pas heureuse pour ses amies #Lmvsmonde5;non;;
21111_tweet.txt;on dit;@XXX Abuse?? moi aussi du sud et marseille on dit yeti??;pres;;yeti
11137_tweet.txt;on dit;@XXX James Harden a passé le 1er tour il se fait massacrer alors qu’il a gagné ! Lebron mdr cst tous les jours  Giannis on dit rien  On dit le coach il le fait pas jouer assez  On dit il est en 21/16/7  Il y a quelques vannes cst tout Alors qu’il est nuuul;non;;
13247_tweet.txt;on dit;Ta vu ? Oui on dit pas que astro mérite pas, wallah ils méritent, j’aime bien leur son etc et ça se voit ils sont investi les membres, mais y’a quand des matrixe de d’autre fantôme qui ont votent juste pour faire perdre bts et non pour le talent de astro quand même ? Zerma si -> url_path;non;;
106925_tweet.txt;on dit;@XXX @XXX Normal. Bordel dans le Sud on dit chocolatine !;pres;;chocolatine
258403_tweet.txt;on dit;@XXX Ici au Quebec on dit blonde comme genre copinem;meta;;
51536_tweet.txt;on dit;#GGRMC Soubre est en train de s embrouiller dans ses dires ,évidemment quand on dit des conneries !;non;;
245482_tweet.txt;on dit;Les clichés sur le stmg que j’avais en arrivant en seconde j’ai changé de lycée et c’est bien vraies ce qu’on dit mdrrr;non;;
233652_tweet.txt;on dit;RT @XXX: Qiand on dit cheveux long c’est à la Leonardo DiCaprio des 90’s pas djadja et dinaz;non;;
207858_tweet.txt;on dit;Je me demande si dans tous les pays on dit LE #COVID19 et s'il n'y a qu'en FRA comme des ploucs qu'on dit LA ?  Le pire c tous ces journalistes et autres médecins ou consultants qui suivent tels des moutons cette abération. #HDPros #GGRMC #CNews #RMC #BFMTV #Punchline #rmclive;pres;;LE COVID19
89823_tweet.txt;on dit;@XXX @XXX comme on dit c’est les plus gênés qui s’en vont, les homos te gênent ? bah casse ta mère c’est simple;non;;
217309_tweet.txt;on dit;Y’a un débat sur ça sérieux, on dit mister freeze depuis le 1er siècle wsh url_path;pres;;mister freeze
176369_tweet.txt;on dit;@XXX Je crois y a qu'a Marseille qu'on dit des yeti;meta;;
129046_tweet.txt;on dit;RT @XXX: @XXX hassan il le dit trop sur le ton de la rigolade et madi marine sirine on dit tous et vous croyez encore hassan;non;;
216536_tweet.txt;on dit;@XXX @XXX @XXX Toi va te faire foutre on dit Yeti dans le sud qué mister freeze;pres;;Yeti
37997_tweet.txt;on dit;Y'a mon pote qui me demande pourquoi on dit Giannis est jne star ? #NBAPlayoffs;non;;
129519_tweet.txt;On dit;RT @XXX: On dit des Mister Freeze ya 0 débats.  Par contre, j'ai demandé à un pote il m'a sorti des petits filous ??;pres;;Mister Freeze
249910_tweet.txt;on dit;@XXX @XXX Il on dit deux fois t’es con ou quoi Danilo n’a gagné que la liga la pl et seri a un e fois putain t’es trop con;non;;
212058_tweet.txt;On dit;On dit de Kevin mais tanti c’est pas un saint avec les Liam les montaine et les bisous pendant les jeux dés problèmes il a fait les Meme trucs de Kevin Il s’est  mis en couple avec d’autres pendant les multiples séparations d’avec Manon. Manon à la mémoire sélective #LMvsMonde5;non;;
236583_tweet.txt;on dit;@XXX C'est des glaces à l'eau mais on dit tous mister freeze;meta;;
160159_tweet.txt;on dit;pour informer quelques gens on dit LA covid :) #MasqueObligatoire #masquesObligatoires;pres;;LA covid 
90035_tweet.txt;On dit;On dit donnez des ballons à Rudy donnez des ballons à Rudy mais il est pas foutu de les attraper et de les mettre dans le panier !!! ?? #NBAextra #nba #JazzvsNuggets;non;;
24030_tweet.txt;on dit;@XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX Elle s'appelait Axelle et pour la racaille responsable avec mercedes etc on dit pudiquement jeunes gens moi je veux les prénoms !!!!;meta;;
359_tweet.txt;on dit;@XXX hassan il le dit trop sur le ton de la rigolade et madi marine sirine on dit tous et vous croyez encore hassan;non;;
262477_tweet.txt;on dit;@XXX Mmdrrr arrêtez  d’inventer des noms c’est mister freeze on dit tous ça;pres;;Mister Freeze
214275_tweet.txt;on dit;Même Léna et moi on dit pas ça url_path;?;;
159744_tweet.txt;on dit;@XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX Mais c'est vous qui avez parlé de bigpharma :D Nous on dit juste que aujourd'hui, si quelqu'un y gagne c'est ceux qui vendent de HCQ, c'est tout. Après personne n'affirme que le but c'est d'enrichir Sanofi, il faut juste être cohérent avec la réalité.;non;;
225899_tweet.txt;on dit;@XXX @XXX @XXX @XXX Ptdrrr en meme temps quand il perd ca sert à rien, on dit ca parce que l’équipe est bcp moins forte Harden est très fort on le sait tous mais bon la grande confrontation on dit merci Westbrook pas Harden;non;;
181391_tweet.txt;orthographe;"@XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX Incapable de donner la définition du mot ""geremiades"" que tu as écrit mais, premier à critiquer l'orthographe et l'expression française des autres.. ?? Tu t'énerves ? Pas bon à ton âge ??";meta;;
230920_tweet.txt;orthographe;Les profs ils vont nous regarder comme ça quand ils verront le niveau d orthographes certains #RENTREE2020 url_path;non;;
110401_tweet.txt;orthographe;@XXX @XXX @XXX @XXX il fait pas autant pitié que ton orthographe;pres;;X
196147_tweet.txt;orthographe;@XXX @XXX @XXX Bon jte bloque car tu taille l orthographe alors que toi meme fais des fautes;non;;
245169_tweet.txt;orthographe;@XXX @XXX @XXX Tu fais encore plus pitie parce que quand qq s attaque a l orthographe d un mec dans une conv sur un reseau rempli d insulte c comme si il avouer qu il avais tord et qu il ete ma chienne;non;;
260481_tweet.txt;orthographe;@XXX Mais arrete de faire le mec au dessus tu t en prend a l orthographe alors que la tienne n est pas bien non plus arreter de t afficher;non;;
26099_tweet.txt;orthographe;@XXX @XXX @XXX @XXX Le mec il a 6 ans et il a un orthographe de 3 ans et il parle d'argumentation jpp;pres;;X
255389_tweet.txt;orthographe;@XXX @XXX @XXX Frero l orthographe jmen tape le coquillard mdr;non;;
181159_tweet.txt;orthographe;@XXX @XXX @XXX @XXX @XXX @XXX Alors l'abruti de service, relever une faute sur un nom propre avec mon t9 qui corrige ...  J'ai eu le plaisir de regarder tes tweets, fautes d'orthographe  et de grammaire à gogo ...;pres;;X
260768_tweet.txt;orthographe;@XXX @XXX @XXX @XXX Y a que les tdc pour critiquer l orthographe sur les reseau mdr;non;;
13444_tweet.txt;orthographe;@XXX Ah ouai l'orthographe en ligne... Kappa ??(btw 0 fautes)  Pas soucis tu fais bien ce que tu veux au final ??;non;;
220553_tweet.txt;orthographe;@XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX @XXX Vous perdez votre temps avec cette jeune femme, à part ses vannes pourraves sur l’âge aucun argument valable. Et l’orthographe j’en parle pas...;pres;;X
63840_tweet.txt;orthographe;@XXX Tu me traite de con alors que tu critique l orthographe sur un reseau social mdrrr;non;;
208251_tweet.txt;orthographe;c moi ou sur tt les tiktok d’astro y’a au moins une faute d’orthographe sur un signe ?;meta;;
